0.8,0.5346,0.5347
0.8,0.5343,0.5347
0.8,0.5543,0.5545
0.8,0.5342,0.5344
0.8,0.5245,0.5464
0.8,0.546,0.547
0.8,0.5824,0.5826
0.8,0.5371,0.5374
0.8,0.5793,0.5794
0.8,0.5684,0.5688
